Loading norms and the citation graph...
  960 eligible norms (deontic in {'COMPETENCE', 'OBLIGATION', 'PROHIBITION'}, addressee_type known)
  embedding 960 norms for semantic candidate matching (model: text-embedding-3-small, top-8)...
  5649 semantic-similarity index pair(s) found
  3023 candidate pair(s) after addressee_type gate + (graph adjacency OR trigger-keyword match OR semantic similarity)
  1 resolved deterministically (no AI needed), 3022 need AI adjudication (duty_conflict/deontic_polarity_conflict)
  BWBR0040940 art.19 <-> BWBR0051796 art.7 -- competence_competition [High]
  [2232/3022] 32016R0679 art.34 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2233/3022] 32016R0679 art.34 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [2234/3022] 32016R0679 art.34 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2235/3022] 32016R0679 art.34 <-> 32022L2555 art.2 -- NOT_A_CONFLICT
  [2236/3022] 32016R0679 art.34 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2237/3022] 32016R0679 art.34 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2238/3022] 32016R0679 art.34 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2239/3022] 32016R0679 art.34 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [2240/3022] 32016R0679 art.34 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2241/3022] 32016R0679 art.34 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [2242/3022] 32016R0679 art.34 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2243/3022] 32016R0679 art.34 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [2244/3022] 32016R0679 art.34 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2245/3022] 32016R0679 art.34 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [2246/3022] 32016R0679 art.34 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2247/3022] 32016R0679 art.34 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2248/3022] 32016R0679 art.34 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2249/3022] 32016R0679 art.34 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [2250/3022] 32016R0679 art.36 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [2251/3022] 32016R0679 art.36 <-> 32022L2555 art.33 -- NOT_A_CONFLICT
  [2252/3022] 32016R0679 art.36 <-> 32022L2555 art.19 -- NOT_A_CONFLICT
  [2253/3022] 32016R0679 art.36 <-> 32024R1689 art.57 -- NOT_A_CONFLICT
  [2254/3022] 32016R0679 art.35 <-> 32024R1689 art.5 -- NOT_A_CONFLICT
  [2255/3022] 32016R0679 art.40 <-> 32024R1689 art.95 -- NOT_A_CONFLICT
  [2256/3022] 32016R0679 art.40 <-> 32024R1689 art.95 -- NOT_A_CONFLICT
  [2257/3022] 32016R0679 art.40 <-> 32024R1689 art.56 -- NOT_A_CONFLICT
  [2258/3022] 32016R0679 art.40 <-> 32024R1689 art.38 -- NOT_A_CONFLICT
  [2259/3022] 32016R0679 art.40 <-> 32024R1689 art.96 -- NOT_A_CONFLICT
  [2260/3022] 32016R0679 art.40 <-> 32024R1689 art.35 -- NOT_A_CONFLICT
  [2261/3022] 32016R0679 art.40 <-> 32024R1689 art.38 -- NOT_A_CONFLICT
  [2262/3022] 32016R0679 art.40 <-> 32024R1689 art.11 -- NOT_A_CONFLICT
  [2263/3022] 32016R0679 art.40 <-> 32024R1689 art.47 -- NOT_A_CONFLICT
  [2264/3022] 32016R0679 art.40 <-> 32024R1689 art.11 -- NOT_A_CONFLICT
  [2265/3022] 32016R0679 art.41 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2266/3022] 32016R0679 art.40 <-> 32024R1689 art.6 -- NOT_A_CONFLICT
  [2267/3022] 32016R0679 art.41 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2268/3022] 32016R0679 art.41 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2269/3022] 32016R0679 art.41 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2270/3022] 32016R0679 art.41 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [2271/3022] 32016R0679 art.41 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2272/3022] 32016R0679 art.41 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [2273/3022] 32016R0679 art.41 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2274/3022] 32016R0679 art.41 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2275/3022] 32016R0679 art.41 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2276/3022] 32016R0679 art.41 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2277/3022] 32016R0679 art.41 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [2278/3022] 32016R0679 art.41 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [2279/3022] 32016R0679 art.41 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2280/3022] 32016R0679 art.42 <-> 32024R1689 art.35 -- NOT_A_CONFLICT
  [2281/3022] 32016R0679 art.42 <-> 32024R1689 art.38 -- NOT_A_CONFLICT
  [2282/3022] 32016R0679 art.41 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [2283/3022] 32016R0679 art.43 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [2284/3022] 32016R0679 art.43 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2285/3022] 32016R0679 art.43 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [2286/3022] 32016R0679 art.43 <-> 32024R1689 art.92 -- NOT_A_CONFLICT
  [2287/3022] 32016R0679 art.45 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [2288/3022] 32016R0679 art.43 <-> 32024R1689 art.36 -- NOT_A_CONFLICT
  [2289/3022] 32016R0679 art.43 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [2290/3022] 32016R0679 art.45 <-> 32024R1689 art.112 -- NOT_A_CONFLICT
  [2291/3022] 32016R0679 art.43 <-> 32024R1689 art.33 -- NOT_A_CONFLICT
  [2292/3022] 32016R0679 art.45 <-> 32024R1689 art.82 -- NOT_A_CONFLICT
  [2293/3022] 32016R0679 art.45 <-> 32024R1689 art.35 -- NOT_A_CONFLICT
  [2294/3022] 32016R0679 art.45 <-> 32024R1689 art.112 -- NOT_A_CONFLICT
  [2295/3022] 32016R0679 art.45 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [2296/3022] 32016R0679 art.45 <-> 32024R1689 art.82 -- NOT_A_CONFLICT
  [2297/3022] 32016R0679 art.45 <-> 32024R1689 art.6 -- NOT_A_CONFLICT
  [2298/3022] 32016R0679 art.45 <-> 32024R1689 art.82 -- NOT_A_CONFLICT
  [2299/3022] 32016R0679 art.46 <-> 32024R1689 art.36 -- NOT_A_CONFLICT
  [2300/3022] 32016R0679 art.46 <-> 32024R1689 art.36 -- NOT_A_CONFLICT
  [2301/3022] 32016R0679 art.47 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2302/3022] 32016R0679 art.49 <-> 32024R1689 art.78 -- NOT_A_CONFLICT
  [2303/3022] 32016R0679 art.51 <-> 32024R1689 art.70 -- NOT_A_CONFLICT
  [2304/3022] 32016R0679 art.49 <-> 32024R1689 art.5 -- NOT_A_CONFLICT
  [2305/3022] 32016R0679 art.51 <-> 32022L2555 art.8 -- NOT_A_CONFLICT
  [2306/3022] 32016R0679 art.51 <-> 32022R2554 art.50 -- NOT_A_CONFLICT
  [2307/3022] 32016R0679 art.51 <-> 32022L2555 art.36 -- NOT_A_CONFLICT
  [2308/3022] 32016R0679 art.51 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2309/3022] 32016R0679 art.51 <-> 32022L2555 art.41 -- NOT_A_CONFLICT
  [2310/3022] 32016R0679 art.51 <-> 32022R2554 art.53 -- NOT_A_CONFLICT
  [2311/3022] 32016R0679 art.51 <-> 32024R1689 art.70 -- NOT_A_CONFLICT
  [2312/3022] 32016R0679 art.51 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2313/3022] 32016R0679 art.52 <-> 32022R2554 art.50 -- NOT_A_CONFLICT
  [2314/3022] 32016R0679 art.52 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2315/3022] 32016R0679 art.52 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2316/3022] 32016R0679 art.52 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2317/3022] 32016R0679 art.52 <-> 32022L2555 art.8 -- NOT_A_CONFLICT
  [2318/3022] 32016R0679 art.52 <-> 32022L2555 art.9 -- NOT_A_CONFLICT
  [2319/3022] 32016R0679 art.52 <-> 32022L2555 art.14 -- NOT_A_CONFLICT
  [2320/3022] 32016R0679 art.52 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [2321/3022] 32016R0679 art.52 <-> 32022L2555 art.11 -- NOT_A_CONFLICT
  [2322/3022] 32016R0679 art.52 <-> 32024R1689 art.70 -- NOT_A_CONFLICT
  [2323/3022] 32016R0679 art.52 <-> 32024R1689 art.70 -- NOT_A_CONFLICT
  [2324/3022] 32016R0679 art.52 <-> 32022R2554 art.32 -- NOT_A_CONFLICT
  [2325/3022] 32016R0679 art.52 <-> 32024R1689 art.65 -- NOT_A_CONFLICT
  [2326/3022] 32016R0679 art.52 <-> 32024R1689 art.70 -- NOT_A_CONFLICT
  [2327/3022] 32016R0679 art.52 <-> 32022L2555 art.32 -- NOT_A_CONFLICT
  [2328/3022] 32016R0679 art.53 <-> 32022L2555 art.32 -- NOT_A_CONFLICT
  [2329/3022] 32016R0679 art.52 <-> 32024R1689 art.70 -- NOT_A_CONFLICT
  [2330/3022] 32016R0679 art.52 <-> 32022L2555 art.8 -- NOT_A_CONFLICT
  [2331/3022] 32016R0679 art.53 <-> 32022R2554 art.32 -- NOT_A_CONFLICT
  [2332/3022] 32016R0679 art.53 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2333/3022] 32016R0679 art.55 <-> 32022L2555 art.8 -- NOT_A_CONFLICT
  [2334/3022] 32016R0679 art.53 <-> 32024R1689 art.70 -- NOT_A_CONFLICT
  [2335/3022] 32016R0679 art.55 <-> 32022R2554 art.50 -- NOT_A_CONFLICT
  [2336/3022] 32016R0679 art.56 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2337/3022] 32016R0679 art.55 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2338/3022] 32016R0679 art.56 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2339/3022] 32016R0679 art.56 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [2340/3022] 32016R0679 art.56 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2341/3022] 32016R0679 art.56 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2342/3022] 32016R0679 art.56 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2343/3022] 32016R0679 art.56 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [2344/3022] 32016R0679 art.56 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2345/3022] 32016R0679 art.56 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2346/3022] 32016R0679 art.56 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [2347/3022] 32016R0679 art.56 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2348/3022] 32016R0679 art.56 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [2349/3022] 32016R0679 art.56 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [2350/3022] 32016R0679 art.56 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2351/3022] 32016R0679 art.34 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [2352/3022] 32016R0679 art.57 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [2353/3022] 32016R0679 art.58 <-> 32022L2555 art.32 -- NOT_A_CONFLICT
  [2354/3022] 32016R0679 art.58 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [2355/3022] 32016R0679 art.58 <-> 32024R1689 art.100 -- NOT_A_CONFLICT
  [2356/3022] 32016R0679 art.58 <-> 32022R2554 art.50 -- NOT_A_CONFLICT
  [2357/3022] 32016R0679 art.58 <-> 32022L2555 art.9 -- NOT_A_CONFLICT
  [2358/3022] 32016R0679 art.58 <-> 32022L2555 art.9 -- NOT_A_CONFLICT
  [2359/3022] 32016R0679 art.58 <-> 32022L2555 art.9 -- NOT_A_CONFLICT
  [2360/3022] 32016R0679 art.58 <-> 32022L2555 art.13 -- NOT_A_CONFLICT
  [2361/3022] 32016R0679 art.58 <-> 32022L2555 art.12 -- NOT_A_CONFLICT
  [2362/3022] 32016R0679 art.58 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [2363/3022] 32016R0679 art.58 <-> 32022L2555 art.19 -- NOT_A_CONFLICT
  [2364/3022] 32016R0679 art.58 <-> 32022L2555 art.13 -- NOT_A_CONFLICT
  [2365/3022] 32016R0679 art.58 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [2366/3022] 32016R0679 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2367/3022] 32016R0679 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2368/3022] 32016R0679 art.58 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [2369/3022] 32016R0679 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2370/3022] 32016R0679 art.58 <-> 32022L2555 art.33 -- NOT_A_CONFLICT
  [2371/3022] 32016R0679 art.58 <-> 32022L2555 art.33 -- NOT_A_CONFLICT
  [2372/3022] 32016R0679 art.58 <-> 32022L2555 art.34 -- NOT_A_CONFLICT
  [2373/3022] 32016R0679 art.58 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2374/3022] 32016R0679 art.58 <-> 32022R2554 art.52 -- NOT_A_CONFLICT
  [2375/3022] 32016R0679 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2376/3022] 32016R0679 art.58 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2377/3022] 32016R0679 art.58 <-> 32022L2555 art.34 -- NOT_A_CONFLICT
  [2378/3022] 32016R0679 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2379/3022] 32016R0679 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2380/3022] 32016R0679 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2381/3022] 32016R0679 art.58 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [2382/3022] 32016R0679 art.58 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [2383/3022] 32016R0679 art.58 <-> 32022R2554 art.38 -- NOT_A_CONFLICT
  [2384/3022] 32016R0679 art.58 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2385/3022] 32016R0679 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2386/3022] 32016R0679 art.58 <-> 32022R2554 art.50 -- NOT_A_CONFLICT
  [2387/3022] 32016R0679 art.58 <-> 32022R2554 art.38 -- NOT_A_CONFLICT
  [2388/3022] 32016R0679 art.58 <-> 32022R2554 art.50 -- NOT_A_CONFLICT
  [2389/3022] 32016R0679 art.58 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2390/3022] 32016R0679 art.58 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [2391/3022] 32016R0679 art.58 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [2392/3022] 32016R0679 art.60 <-> 32022R2554 art.37 -- NOT_A_CONFLICT
  [2393/3022] 32016R0679 art.58 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2394/3022] 32016R0679 art.60 <-> 32022L2555 art.32 -- NOT_A_CONFLICT
  [2395/3022] 32016R0679 art.58 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [2396/3022] 32016R0679 art.60 <-> 32022R2554 art.37 -- NOT_A_CONFLICT
  [2397/3022] 32016R0679 art.60 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [2398/3022] 32016R0679 art.60 <-> 32022R2554 art.54 -- NOT_A_CONFLICT
  [2399/3022] 32016R0679 art.61 <-> 32024R1689 art.91 -- NOT_A_CONFLICT
  [2400/3022] 32016R0679 art.60 <-> 32022R2554 art.54 -- NOT_A_CONFLICT
  [2401/3022] 32016R0679 art.61 <-> 32024R1689 art.92 -- NOT_A_CONFLICT
  [2402/3022] 32016R0679 art.61 <-> 32022R2554 art.34 -- NOT_A_CONFLICT
  [2403/3022] 32016R0679 art.61 <-> 32022L2555 art.37 -- NOT_A_CONFLICT
  [2404/3022] 32016R0679 art.61 <-> 32022L2555 art.37 -- NOT_A_CONFLICT
  [2405/3022] 32016R0679 art.61 <-> 32022R2554 art.49 -- NOT_A_CONFLICT
  [2406/3022] 32016R0679 art.61 <-> 32022L2555 art.32 -- NOT_A_CONFLICT
  [2407/3022] 32016R0679 art.61 <-> 32022R2554 art.37 -- NOT_A_CONFLICT
  [2408/3022] 32016R0679 art.61 <-> 32022L2555 art.32 -- NOT_A_CONFLICT
  [2409/3022] 32016R0679 art.61 <-> 32022L2555 art.33 -- NOT_A_CONFLICT
  [2410/3022] 32016R0679 art.62 <-> 32022L2555 art.32 -- NOT_A_CONFLICT
  [2411/3022] 32016R0679 art.62 <-> 32022L2555 art.32 -- NOT_A_CONFLICT
  [2412/3022] 32016R0679 art.63 <-> 32022L2555 art.8 -- NOT_A_CONFLICT
  [2413/3022] 32016R0679 art.62 <-> 32022R2554 art.32 -- NOT_A_CONFLICT
  [2414/3022] 32016R0679 art.63 <-> 32022R2554 art.49 -- NOT_A_CONFLICT
  [2415/3022] 32016R0679 art.64 <-> 32024R1689 art.67 -- NOT_A_CONFLICT
  [2416/3022] 32016R0679 art.64 <-> 32022R2554 art.54 -- NOT_A_CONFLICT
  [2417/3022] 32016R0679 art.64 <-> 32022R2554 art.54 -- NOT_A_CONFLICT
  [2418/3022] 32016R0679 art.58 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2419/3022] 32016R0679 art.71 <-> 32024R1689 art.67 -- NOT_A_CONFLICT
  [2420/3022] 32016R0679 art.67 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [2421/3022] 32016R0679 art.67 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2422/3022] 32016R0679 art.64 <-> 32022R2554 art.54 -- NOT_A_CONFLICT
  [2423/3022] 32016R0679 art.67 <-> 32024R1689 art.92 -- NOT_A_CONFLICT
  [2424/3022] 32016R0679 art.71 <-> 32024R1689 art.5 -- NOT_A_CONFLICT
  [2425/3022] 32016R0679 art.74 <-> 32024R1689 art.67 -- NOT_A_CONFLICT
  [2426/3022] 32016R0679 art.75 <-> 32024R1689 art.65 -- NOT_A_CONFLICT
  [2427/3022] 32016R0679 art.81 <-> 32024R1689 art.36 -- NOT_A_CONFLICT
  [2428/3022] 32016R0679 art.82 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [2429/3022] 32016R0679 art.82 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [2430/3022] 32016R0679 art.77 <-> 32024R1689 art.45 -- NOT_A_CONFLICT
  [2431/3022] 32016R0679 art.82 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2432/3022] 32016R0679 art.82 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [2433/3022] 32016R0679 art.82 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [2434/3022] 32016R0679 art.82 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [2435/3022] 32016R0679 art.82 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [2436/3022] 32016R0679 art.82 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [2437/3022] 32016R0679 art.82 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [2438/3022] 32016R0679 art.82 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [2439/3022] 32016R0679 art.82 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [2440/3022] 32016R0679 art.82 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [2441/3022] 32016R0679 art.82 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2442/3022] 32016R0679 art.82 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [2443/3022] 32016R0679 art.82 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2444/3022] 32016R0679 art.82 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [2445/3022] 32016R0679 art.82 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [2446/3022] 32016R0679 art.82 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2447/3022] 32016R0679 art.82 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2448/3022] 32016R0679 art.82 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2449/3022] 32016R0679 art.82 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2450/3022] 32016R0679 art.82 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [2451/3022] 32016R0679 art.82 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2452/3022] 32016R0679 art.83 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2453/3022] 32016R0679 art.83 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2454/3022] 32016R0679 art.83 <-> 32022L2555 art.31 -- NOT_A_CONFLICT
  [2455/3022] 32016R0679 art.83 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2456/3022] 32016R0679 art.83 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2457/3022] 32016R0679 art.83 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2458/3022] 32016R0679 art.83 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2459/3022] 32016R0679 art.83 <-> 32022L2555 art.34 -- NOT_A_CONFLICT
  [2460/3022] 32016R0679 art.83 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2461/3022] 32016R0679 art.83 <-> 32022L2555 art.35 -- NOT_A_CONFLICT
  [2462/3022] 32016R0679 art.83 <-> 32024R1689 art.30 -- NOT_A_CONFLICT
  [2463/3022] 32016R0679 art.83 <-> 32022R2554 art.35 -- NOT_A_CONFLICT
  [2464/3022] 32016R0679 art.83 <-> 32024R1689 art.28 -- NOT_A_CONFLICT
  [2465/3022] 32016R0679 art.83 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2466/3022] 32016R0679 art.83 <-> 32024R1689 art.37 -- NOT_A_CONFLICT
  [2467/3022] 32016R0679 art.83 <-> 32024R1689 art.76 -- NOT_A_CONFLICT
  [2468/3022] 32016R0679 art.83 <-> 32024R1689 art.100 -- NOT_A_CONFLICT
  [2469/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2470/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2471/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2472/3022] 32016R0679 art.83 <-> 32022R2554 art.50 -- NOT_A_CONFLICT
  [2473/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2474/3022] 32016R0679 art.83 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [2475/3022] 32016R0679 art.83 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [2476/3022] 32016R0679 art.83 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [2477/3022] 32016R0679 art.83 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [2478/3022] 32016R0679 art.83 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [2479/3022] 32016R0679 art.83 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [2480/3022] 32016R0679 art.83 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [2481/3022] 32016R0679 art.83 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [2482/3022] 32016R0679 art.83 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [2483/3022] 32016R0679 art.83 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2484/3022] 32016R0679 art.83 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [2485/3022] 32016R0679 art.83 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [2486/3022] 32016R0679 art.83 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [2487/3022] 32016R0679 art.83 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [2488/3022] 32016R0679 art.83 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [2489/3022] 32016R0679 art.83 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2490/3022] 32016R0679 art.83 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [2491/3022] 32016R0679 art.83 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [2492/3022] 32016R0679 art.83 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2493/3022] 32016R0679 art.83 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2494/3022] 32016R0679 art.83 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2495/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2496/3022] 32016R0679 art.83 <-> 32022L2555 art.34 -- NOT_A_CONFLICT
  [2497/3022] 32016R0679 art.83 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [2498/3022] 32016R0679 art.83 <-> 32022L2555 art.36 -- NOT_A_CONFLICT
  [2499/3022] 32016R0679 art.83 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [2500/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2501/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2502/3022] 32016R0679 art.83 <-> 32022R2554 art.50 -- NOT_A_CONFLICT
  [2503/3022] 32016R0679 art.84 <-> 32022L2555 art.36 -- NOT_A_CONFLICT
  [2504/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2505/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2506/3022] 32016R0679 art.84 <-> 32022R2554 art.53 -- NOT_A_CONFLICT
  [2507/3022] 32016R0679 art.84 <-> 32022L2555 art.41 -- NOT_A_CONFLICT
  [2508/3022] 32016R0679 art.84 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2509/3022] 32016R0679 art.84 <-> 32022L2555 art.9 -- NOT_A_CONFLICT
  [2510/3022] 32016R0679 art.84 <-> 32022L2555 art.9 -- NOT_A_CONFLICT
  [2511/3022] 32016R0679 art.84 <-> 32022L2555 art.9 -- NOT_A_CONFLICT
  [2512/3022] 32016R0679 art.84 <-> 32022L2555 art.12 -- NOT_A_CONFLICT
  [2513/3022] 32016R0679 art.83 <-> 32024R1689 art.99 -- NOT_A_CONFLICT
  [2514/3022] 32016R0679 art.84 <-> 32022L2555 art.13 -- NOT_A_CONFLICT
  [2515/3022] 32016R0679 art.84 <-> 32022L2555 art.13 -- NOT_A_CONFLICT
  [2516/3022] 32016R0679 art.84 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [2517/3022] 32016R0679 art.84 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
